Time	Participant	Block	Trial	TargetChange	ObjectsCount	Duration	Error	Practice
Wed Feb 17 00:35:59 CET 2016	0	0	0	VV1	9	2180	0	true
Wed Feb 17 00:36:02 CET 2016	0	1	0	VV2	9	1513	0	false
