Time	Participant	Block	Trial	TargetChange	ObjectsCount	Duration	Error	Practice
Thu Feb 18 10:02:46 CET 2016	0	0	0	VV1	9	2290	0	true
Thu Feb 18 10:02:58 CET 2016	0	1	0	VV2	9	7946	0	false
Thu Feb 18 10:03:02 CET 2016	0	1	1	VV1	9	1992	0	false
