Time	Participant	Block	Trial	TargetChange	ObjectsCount	Duration	Error	Practice
Tue Feb 16 22:02:30 CET 2016	0	0	0	VV1VV2	9	-1282	0	true
Tue Feb 16 22:02:44 CET 2016	0	1	0	VV1VV2	30	-7137	0	false
Tue Feb 16 22:04:42 CET 2016	0	1	1	VV1	30	-5600	0	false
