Time	Participant	Block	Trial	TargetChange	ObjectsCount	Duration	Error	Practice
Tue Feb 16 23:24:00 CET 2016	0	2	0	VV1	24	992	0	false
Tue Feb 16 23:24:03 CET 2016	0	2	1	VV1	24	1025	0	false
