Time	Participant	Block	Trial	TargetChange	ObjectsCount	Duration	Error	Practice
Tue Feb 16 22:51:55 CET 2016	0	0	0	VV1	9	-2395	0	true
Tue Feb 16 22:52:00 CET 2016	0	1	0	VV2	9	-1129	0	false
