Time	Participant	Block	Trial	TargetChange	ObjectsCount	Duration	Error	Practice
Tue Feb 16 23:19:58 CET 2016	0	0	0	VV1	9	1705	0	true
Tue Feb 16 23:20:11 CET 2016	0	1	0	VV2	9	2481	0	false
