Time	Participant	Block	Trial	TargetChange	ObjectsCount	Duration	Error	Practice
Thu Feb 18 09:55:46 CET 2016	0	0	0	VV1	9	1179	1	true
Thu Feb 18 09:55:51 CET 2016	0	0	0	VV1	9	1346	1	true
Thu Feb 18 09:55:54 CET 2016	0	0	0	VV1	9	1636	1	true
Thu Feb 18 09:55:57 CET 2016	0	0	0	VV1	9	1572	0	true
Thu Feb 18 09:56:29 CET 2016	0	1	0	VV2	9	4202	1	false
Thu Feb 18 09:56:35 CET 2016	0	1	0	VV2	9	2742	0	false
