Time	Participant	Block	Trial	TargetChange	ObjectsCount	Duration	Error	Practice
Thu Feb 18 10:01:13 CET 2016	0	0	0	VV1	9	1957	0	true
Thu Feb 18 10:01:26 CET 2016	0	1	0	VV2	9	7794	0	false
Thu Feb 18 10:01:30 CET 2016	0	1	1	VV1	9	2671	0	false
