Time	Participant	Block	Trial	TargetChange	ObjectsCount	Duration	Error	Practice
Tue Feb 16 21:57:52 CET 2016	0	0	0	VV1VV2	9	-2259	0	true
Tue Feb 16 21:58:16 CET 2016	0	1	0	VV1VV2	30	-9226	0	false
Tue Feb 16 21:58:33 CET 2016	0	1	1	VV1	30	-12537	0	false
