Time	Participant	Block	Trial	TargetChange	ObjectsCount	Duration	Error	Practice
Tue Feb 16 23:35:16 CET 2016	0	0	0	VV1	9	3890	0	true
Tue Feb 16 23:35:28 CET 2016	0	1	0	VV2	9	10499	0	false
Tue Feb 16 23:35:31 CET 2016	0	1	1	VV1	9	939	0	false
