Time	Participant	Block	Trial	TargetChange	ObjectsCount	Duration	Error	Practice
Tue Feb 16 23:10:27 CET 2016	0	2	0	VV1	24	-2771	0	false
Tue Feb 16 23:10:31 CET 2016	0	2	1	VV1	24	-706	0	false
