Time	Participant	Block	Trial	TargetChange	ObjectsCount	Duration	Error	Practice
Tue Feb 16 21:10:45 CET 2016	0	0	0	VV1VV2	9	-5110	0	true
Tue Feb 16 21:10:56 CET 2016	0	1	0	VV1VV2	30	-8649	0	false
Tue Feb 16 21:11:03 CET 2016	0	1	1	VV1	30	-3111	0	false
Tue Feb 16 21:11:06 CET 2016	0	1	2	VV2	30	-1401	0	false
Tue Feb 16 21:11:11 CET 2016	0	1	3	VV2	30	-2468	0	false
Tue Feb 16 21:11:15 CET 2016	0	1	4	VV2	30	-755	0	false
