Time	Participant	Block	Trial	TargetChange	ObjectsCount	Duration	Error	Practice
Tue Feb 16 23:03:22 CET 2016	0	0	0	VV1	9	-2855	0	true
Tue Feb 16 23:04:07 CET 2016	0	1	0	VV2	9	-2026	0	false
